"name","H","epoch","e","a","i","om","w","class","albedo","diameter","ma"
Valda,11.69,2460600.5,0.2120,2.552,7.67,38.28,26.27,MBA,0.211,14.645,272.55
Dresda,10.27,2460600.5,0.0804,2.888,1.32,216.13,162.00,MBA,0.198,23.952,61.83
Libussa,8.30,2460600.5,0.1354,2.798,10.43,49.49,339.99,MBA,0.187,62.969,167.79
Anna,11.89,2460600.5,0.2666,2.42,25.64,335.52,251.49,MBA,0.113,22.767,150.53
Aline,8.73,2460600.5,0.1544,2.804,13.40,235.81,152.08,MBA,0.027,109.494,320.61
Tirza,10.25,2460600.5,0.1024,2.772,6.01,73.59,196.79,MBA,0.051,55.998,247.13
Adorea,8.64,2460600.5,0.1368,3.092,2.44,120.85,68.07,MBA,0.041,144.585,127.45
Justitia,9.74,2460600.5,0.2160,2.614,5.48,156.52,120.09,MBA,0.061,50.728,197.75
Anahita,8.91,2460600.5,0.1500,2.199,2.37,254.29,80.76,MBA,0.211,51.400,46.18
Penthesilea,9.89,2460600.5,0.1040,3.003,3.53,335.19,55.97,MBA,0.045,65.901,94.18
Antonia,10.88,2460600.5,0.0295,2.777,4.43,37.30,68.90,MBA,0.128,26.870,221.69
Atropos,10.56,2460600.5,0.1612,2.395,20.44,158.82,121.44,MBA,0.212,29.768,205.14
Philagoria,10.03,2460600.5,0.1152,3.054,3.69,92.45,123.43,MBA,0.237,27.307,237.38
Sapientia,9.05,2460600.5,0.1629,2.771,4.76,134.03,39.19,MBA,0.049,103,223.08
Adelheid,8.62,2460600.5,0.0613,3.116,21.66,210.98,266.28,MBA,0.051,114.723,20.81
Elvira,9.89,2460600.5,0.0920,2.884,1.17,231.00,135.45,MBA,0.196,30.422,152.16
Paulina,9.40,2460600.5,0.1346,2.753,7.84,61.69,142.02,MBA,0.247,32.773,328.59
Thule,8.61,2460600.5,0.0441,4.266,2.33,71.88,28.31,OMB,0.0412,126.59,50.46
Philia,10.99,2460600.5,0.1111,2.94,7.44,9.84,89.10,MBA,0.0444,45.69,279.69
Lucretia,12.07,2460600.5,0.1322,2.188,5.30,31.34,16.92,MBA,0.226,11.036,355.49
Clorinde,11.15,2460600.5,0.0813,2.339,9.04,144.83,296.18,MBA,0.0502,39.03,23.61
Emma,8.81,2460600.5,0.1442,3.049,7.99,303.86,55.85,MBA,0.023,132.385,320.30
Amalia,10.35,2460600.5,0.2213,2.36,8.05,233.67,58.18,MBA,0.0602,52.95,96.13
Regina,10.97,2460600.5,0.2037,3.089,17.61,311.20,14.52,MBA,0.050,47.156,322.55
Iclea,9.05,2460600.5,0.0234,3.195,17.94,148.93,210.73,MBA,0.0508,94.30,210.06
Nephthys,8.31,2460600.5,0.0235,2.353,10.03,142.23,122.93,MBA,0.238,59.615,223.08
Glauke,9.89,2460600.5,0.2058,2.76,4.34,120.10,84.31,MBA,0.175,28.981,101.49
Nenetta,9.75,2460600.5,0.2018,2.875,6.68,181.92,190.80,MBA,0.889,37.586,348.66
Bruna,12.07,2460600.5,0.2584,2.336,22.34,10.33,105.42,MBA,0.314,9.822,278.89
Alice,11.59,2460600.5,0.0931,2.222,1.86,161.58,331.73,MBA,0.425,10.456,287.86
Ludovica,10.08,2460600.5,0.0327,2.529,14.89,43.47,287.22,MBA,0.187,30.864,41.49
Brasilia,10.24,2460600.5,0.1018,2.861,15.61,61.06,88.60,MBA,0.056,57.486,357.03
Felicia,10.32,2460600.5,0.2326,3.154,6.27,135.69,186.36,MBA,0.095,51.865,21.14
Theresia,10.06,2460600.5,0.1674,2.799,2.70,275.85,148.55,MBA,0.171,28.340,178.36
Phaetusa,12.58,2460600.5,0.1605,2.229,1.75,121.55,252.58,MBA,0.379,8.196,81.10
Caecilia,9.24,2460600.5,0.1387,3.169,7.55,331.88,353.60,MBA,0.1796,39.48,282.25
Baptistina,11.25,2460600.5,0.0950,2.264,6.28,8.12,134.85,MBA,0.131,21.135,357.97
Thora,11.38,2460600.5,0.0628,2.433,1.61,241.41,150.88,MBA,0.251,15.757,99.32
Geraldina,9.77,2460600.5,0.0592,3.203,0.73,42.79,318.84,OMB,0.052,67.373,114.30
Bavaria,10.54,2460600.5,0.0658,2.725,4.90,142.28,123.68,MBA,0.057,53.042,55.12
Clarissa,11.31,2460600.5,0.1105,2.405,3.41,7.72,55.33,MBA,0.0524,38.53,285.42
Josephina,9.11,2460600.5,0.0563,3.124,6.88,343.64,68.09,MBA,0.034,124.923,168.88
Olga,10.06,2460600.5,0.2224,2.402,15.85,158.96,172.45,MBA,0.047,65.990,137.25
Gordonia,8.88,2460600.5,0.1970,3.088,4.45,207.45,260.61,MBA,0.238,47.739,228.14
Unitas,8.79,2460600.5,0.1520,2.357,7.28,141.79,168.01,MBA,0.201,47.200,185.57
Nike,10.10,2460600.5,0.1432,2.907,6.13,100.86,323.35,MBA,0.043,61.313,48.66
Polyxo,8.19,2460600.5,0.0387,2.75,4.36,181.58,112.25,MBA,0.047,128.578,2.30
Fraternitas,10.70,2460600.5,0.1158,2.665,3.71,356.34,311.45,MBA,0.056,41.075,148.79
Margarita,10.21,2460600.5,0.1170,2.761,3.17,229.04,324.85,MBA,0.115,33.708,62.09
Claudia,10.07,2460600.5,0.0061,2.898,3.22,80.96,78.01,MBA,0.322,26.300,112.92
Pierretta,8.99,2460600.5,0.1603,2.782,9.03,6.21,261.98,MBA,0.230,46.191,320.41
Chaldaea,9.21,2460600.5,0.1809,2.375,11.64,176.54,315.66,MBA,0.044,71.183,350.52
Rosalia,10.18,2460600.5,0.1710,3.16,12.51,169.95,191.90,MBA,0.043,60.689,281.78
Constantia,12.57,2460600.5,0.1683,2.241,2.43,161.63,172.74,MBA,0.217,6.534,247.91
Goberta,10.17,2460600.5,0.1277,3.183,2.35,123.78,317.67,MBA,0.061,56.067,113.21
Roxane,9.78,2460600.5,0.0861,2.286,1.77,151.33,186.72,MBA,0.926,18.648,174.67
Magdalena,9.49,2460600.5,0.0854,3.196,10.65,161.46,294.53,MBA,0.054,85,318.84
Leona,10.17,2460600.5,0.2144,3.409,10.56,184.85,226.99,OMB,0.085,49.943,70.27
Katharina,10.81,2460600.5,0.1157,3.011,9.39,219.77,148.47,MBA,0.155,23.362,163.39
Florentina,10.12,2460600.5,0.0477,2.888,2.58,40.19,32.49,MBA,0.425,27.974,9.11
Phaeo,9.18,2460600.5,0.2443,2.784,8.05,252.29,114.89,MBA,0.089,69.855,260.20
Brucia,9.52,2460600.5,0.2998,2.382,24.26,97.28,291.53,MBA,0.295,27.714,83.16
Bamberga,7.23,2460600.5,0.3408,2.682,11.10,327.85,44.20,MBA,0.050,220.691,179.09
Heidelberga,8.96,2460600.5,0.1512,3.218,8.57,344.20,71.01,OMB,0.1068,75.72,157.78
Tamara,9.40,2460600.5,0.1895,2.319,23.71,32.16,238.80,MBA,0.0368,93.00,144.00
Columbia,10.06,2460600.5,0.0621,2.779,7.13,354.62,309.70,MBA,0.214,30.291,128.98
Gudrun,9.02,2460600.5,0.1077,3.11,16.13,351.88,107.49,MBA,0.025,145.680,140.95
Svea,9.64,2460600.5,0.0260,2.476,15.88,178.44,57.69,MBA,0.039,81.057,319.25
Adalberta,12.53,2460600.5,0.2519,2.469,6.76,137.08,259.20,MBA,0.256,9.111,275.38
Etheridgea,9.95,2460600.5,0.0956,3.027,6.04,21.84,334.20,MBA,0.0447,74.92,289.07
Siri,9.71,2460600.5,0.0901,2.776,2.84,31.50,298.51,MBA,0.1719,40.37,104.07
Badenia,9.61,2460600.5,0.1600,3.131,3.74,353.12,23.30,MBA,0.047,72.199,304.01
Chicago,7.66,2460600.5,0.0251,3.92,4.64,129.81,169.05,OMB,0.041,198.770,114.78
Roberta,9.12,2460600.5,0.1719,2.475,5.10,148.41,139.78,MBA,0.049,97.109,34.89
Lacadiera,9.98,2460600.5,0.0950,2.252,5.65,234.99,31.07,MBA,0.054,63.356,119.39
Devosa,8.98,2460600.5,0.1369,2.383,7.86,355.33,99.52,MBA,0.135,64.549,252.34
Budrosa,8.59,2460600.5,0.0179,2.913,6.04,287.29,110.85,MBA,0.276,50.506,177.04
Dorothea,9.42,2460600.5,0.1015,3.011,9.95,173.34,163.93,MBA,0.198,44.329,117.58
Eduarda,10.01,2460600.5,0.1176,2.745,4.67,26.95,43.20,MBA,0.247,28.025,311.68
California,11.32,2460600.5,0.1947,2.199,5.67,29.00,293.73,MBA,0.425,15.830,202.30
Endymion,10.29,2460600.5,0.1305,2.569,7.35,232.65,224.52,MBA,0.035,64.266,334.32
Ostara,11.72,2460600.5,0.2298,2.411,3.26,38.58,10.09,MBA,0.092,18.213,85.41
Desiderata,8.31,2460600.5,0.3138,2.596,18.35,48.00,237.41,MBA,0.067,124.181,287.96
Tercidina,9.09,2460600.5,0.0614,2.325,9.74,212.58,230.09,MBA,0.052,90.243,42.70
Hermentaria,7.38,2460600.5,0.1030,2.795,8.76,91.85,290.75,MBA,0.332,86.447,102.52
Pariana,9.02,2460600.5,0.1637,2.612,11.69,85.22,87.60,MBA,0.190,48.615,347.21
May,9.61,2460600.5,0.0720,2.967,9.76,89.90,13.47,MBA,0.0448,82.82,239.65
Dembowska,6.04,2460600.5,0.0889,2.925,8.25,32.20,344.52,MBA,0.3840,139.77,180.06
Ornamenta,8.48,2460600.5,0.1611,3.111,24.90,90.06,337.50,MBA,0.048,128.729,357.36
Yrsa,9.20,2460600.5,0.1565,2.764,9.21,99.19,31.67,MBA,0.286,39.720,202.46
Gisela,10.13,2460600.5,0.1493,2.194,3.38,247.21,144.59,MBA,0.195,26.744,264.04
Ruperto-Carola,10.96,2460600.5,0.3277,2.735,5.71,102.44,321.16,MBA,0.392,14.025,79.75
Eleonora,6.15,2460600.5,0.1116,2.8,18.36,140.22,7.97,MBA,0.201,148.970,32.44
Gabriella,10.32,2460600.5,0.1065,2.537,4.29,351.63,107.28,MBA,0.341,24.040,220.61
Liguria,8.38,2460600.5,0.2418,2.754,8.21,354.49,79.42,MBA,0.065,145.503,314.27
Ninina,9.02,2460600.5,0.0778,3.149,15.06,137.62,256.15,MBA,0.037,124.107,311.05
Apollonia,9.17,2460600.5,0.1520,2.876,3.55,172.12,252.00,MBA,0.050,90.116,66.81
Georgia,9.45,2460600.5,0.1561,2.729,6.77,6.00,337.94,MBA,0.2621,43.89,260.77
Carlova,8.52,2460600.5,0.1738,3.005,11.74,132.17,290.15,MBA,0.043,129.125,195.83
Bononia,8.40,2460600.5,0.2119,3.985,12.59,18.74,67.12,OMB,0.038,154.334,345.49
Havnia,9.15,2460600.5,0.0450,2.579,8.06,27.28,29.62,MBA,0.052,98,36.47
Padua,9.08,2460600.5,0.0731,2.746,5.95,64.69,294.65,MBA,0.059,97,123.85
Isara,9.94,2460600.5,0.1494,2.221,6.01,105.50,313.09,MBA,0.300,25.901,16.27
Corduba,9.25,2460600.5,0.1558,2.803,12.80,185.14,215.57,MBA,0.050,86.773,145.09
Vincentina,8.69,2460600.5,0.0578,3.149,10.56,346.60,335.72,MBA,0.091,86.368,90.44
Amicitia,10.67,2460600.5,0.0951,2.219,2.94,83.42,55.36,MBA,0.393,21.243,358.22
Haidea,9.96,2460600.5,0.2037,3.077,7.80,226.27,95.74,MBA,0.038,69.277,97.80
Aeria,8.65,2460600.5,0.0984,2.65,12.73,94.10,269.72,MBA,0.127,73.767,78.76
Modestia,10.69,2460600.5,0.0905,2.324,7.86,290.88,68.60,MBA,0.065,38.093,323.75
Bohemia,8.77,2460600.5,0.0628,2.726,7.40,283.37,342.00,MBA,0.234,52.976,81.54
Palma,7.40,2460600.5,0.2527,3.161,23.78,327.23,115.31,MBA,0.059,173.642,83.56
Melusina,9.15,2460600.5,0.1375,3.122,15.38,3.62,349.21,MBA,0.040,98.695,302.26
Burgundia,8.82,2460600.5,0.0796,2.782,8.99,218.94,28.39,MBA,0.3014,44.67,209.68
Ursula,7.50,2460600.5,0.1026,3.128,15.94,336.39,341.49,MBA,0.037,216,293.46
Geometria,9.60,2460600.5,0.1726,2.288,5.43,301.95,316.55,MBA,0.321,35.465,37.55
Campania,9.13,2460600.5,0.0753,2.691,6.68,209.93,196.70,MBA,0.060,90.346,222.70
Holmia,9.83,2460600.5,0.1299,2.776,7.01,232.35,156.64,MBA,0.339,27.831,132.47
Huenna,9.13,2460600.5,0.1794,3.143,1.67,171.85,180.93,MBA,0.046,84.787,295.81
Fiducia,9.65,2460600.5,0.1132,2.68,6.16,95.01,240.57,MBA,0.066,67.508,65.17
Myrrha,8.41,2460600.5,0.0889,3.23,12.56,124.93,145.91,OMB,0.064,127.639,138.60
Dodona,8.81,2460600.5,0.1685,3.127,7.38,313.32,270.91,MBA,0.129,65.209,181.71
Janina,10.08,2460600.5,0.1687,3.139,2.66,92.76,324.77,MBA,0.040,43.482,245.27
Burdigala,9.41,2460600.5,0.1454,2.653,5.59,47.67,35.09,MBA,0.192,34.435,137.91
Ilmatar,7.83,2460600.5,0.1267,2.848,13.58,344.85,189.12,MBA,0.242,85.837,60.09
Siegena,7.76,2460600.5,0.1693,2.898,20.22,166.62,221.06,MBA,0.0692,165.01,304.43
Aquitania,7.54,2460600.5,0.2373,2.739,18.14,128.00,157.68,MBA,0.1900,100.51,175.21
Charybdis,8.72,2460600.5,0.0652,3.004,6.45,354.19,329.17,MBA,0.042,125.754,222.60
Industria,7.99,2460600.5,0.0661,2.608,8.12,282.02,267.82,MBA,0.225,74.378,328.09
Alma,10.22,2460600.5,0.1317,2.652,12.14,305.09,192.15,MBA,0.268,25.688,99.66
Ingeborg,10.88,2460600.5,0.3052,2.321,23.20,212.84,147.07,MCA,0.290,15.751,297.27
Wilhelmina,9.74,2460600.5,0.1385,2.886,14.32,209.65,173.75,MBA,0.173,60.750,206.18
Lampetia,8.44,2460600.5,0.3306,2.783,14.86,212.37,91.07,MBA,0.022,116.191,90.89
Arduina,9.76,2460600.5,0.2282,2.761,6.22,66.86,270.97,MBA,0.294,29.970,154.87
Delia,10.55,2460600.5,0.0837,2.787,3.36,259.23,11.98,MBA,0.033,44.189,128.81
Aeolia,10.09,2460600.5,0.1594,2.742,2.55,249.87,21.25,MBA,0.126,39.242,13.92
Vienna,9.39,2460600.5,0.2477,2.634,12.87,227.88,139.96,MBA,0.139,49.032,173.94
Admete,10.76,2460600.5,0.2244,2.737,9.56,279.79,160.64,MBA,0.054,49.771,244.65
Persephone,8.94,2460600.5,0.0768,3.052,13.11,346.18,192.44,MBA,0.311,39.566,91.55
Ducrosa,10.77,2460600.5,0.1156,3.127,10.53,327.01,236.89,MBA,0.112,36.001,110.49
Ottilia,9.47,2460600.5,0.0309,3.347,5.96,36.04,301.78,OMB,0.052,87.803,288.64
Chloe,9.12,2460600.5,0.1121,2.559,11.83,129.31,16.84,MBA,0.164,55.421,266.61
Cyane,9.06,2460600.5,0.0982,2.809,9.16,244.34,253.94,MBA,0.173,53.574,259.79
Arsinoe,9.13,2460600.5,0.2015,2.593,14.10,92.47,120.59,MBA,0.037,94.970,29.34
Thia,8.84,2460600.5,0.2434,2.584,11.94,255.19,308.55,MBA,0.018,108.894,119.20
Erna,10.44,2460600.5,0.1779,2.918,4.19,315.44,37.92,MBA,0.060,46.266,322.48
Arachne,9.19,2460600.5,0.0706,2.624,7.52,294.45,81.00,MBA,0.0548,95.07,131.49
Fama,9.38,2460600.5,0.1463,3.163,9.09,297.09,108.87,MBA,0.221,35.620,313.69
Aspasia,7.68,2460600.5,0.0731,2.575,11.29,242.05,355.70,MBA,0.054,171.012,253.52
Chloris,8.47,2460600.5,0.2407,2.724,10.96,96.92,172.76,MBA,0.043,118.929,63.71
Xanthe,9.58,2460600.5,0.1143,2.934,15.35,107.36,181.35,MBA,0.0831,76.53,38.62
Elisabetha,9.17,2460600.5,0.0410,2.763,13.78,106.23,96.36,MBA,0.044,96.056,280.25
Edburga,10.08,2460600.5,0.3421,2.584,18.73,103.67,252.93,MBA,0.129,34.242,74.67
Liriope,9.66,2460600.5,0.0743,3.503,9.56,110.54,318.76,OMB,0.027,88.760,271.00
Palatia,9.46,2460600.5,0.3007,2.791,8.22,126.30,299.20,MBA,0.063,83.560,266.03
Vaticana,7.78,2460600.5,0.2181,2.798,12.86,58.02,199.49,MBA,0.1689,85.47,179.93
Suevia,9.70,2460600.5,0.1354,2.798,6.65,199.48,348.26,MBA,0.072,54.874,176.48
Alemannia,9.77,2460600.5,0.1185,2.594,6.82,248.72,126.08,MBA,0.201,40.330,221.58
Aurelia,8.57,2460600.5,0.2522,2.595,3.93,229.03,44.34,MBA,0.034,148.701,284.54
Bertholda,8.35,2460600.5,0.0232,3.427,6.72,242.36,223.60,OMB,0.044,138.699,340.33
Zahringia,11.60,2460600.5,0.2827,2.542,7.79,187.35,209.07,MBA,0.172,14.119,210.38
Berolina,10.67,2460600.5,0.2145,2.228,4.99,9.03,335.31,MBA,0.716,10.714,198.48
Diotima,7.41,2460600.5,0.0342,3.067,11.24,69.35,199.24,MBA,0.067,175.859,68.47
Gratia,9.74,2460600.5,0.1096,2.773,8.22,99.13,334.03,MBA,0.027,102.565,267.83
Cornelia,9.79,2460600.5,0.0571,2.886,4.05,60.92,126.85,MBA,0.042,67.925,302.68
Hippo,8.57,2460600.5,0.1062,2.888,19.50,311.31,221.44,MBA,0.040,137.562,130.95
Galene,10.20,2460600.5,0.1188,2.973,5.13,297.34,11.16,MBA,0.205,32.193,308.52
Monachia,12.02,2460600.5,0.1785,2.307,6.19,17.52,15.74,MBA,0.069,20.184,90.62
Lotis,10.04,2460600.5,0.1244,2.607,9.54,219.91,168.72,MBA,0.0430,69.62,70.60
Hybris,11.10,2460600.5,0.2504,2.851,14.55,249.19,179.47,MBA,0.054,31.702,168.06
Nephele,9.10,2460600.5,0.1706,3.138,1.83,117.18,217.56,MBA,0.055,101.900,40.65
Pythia,9.11,2460600.5,0.1456,2.369,12.12,88.73,173.78,MBA,0.2338,46.90,95.52
Eros,10.41,2460600.5,0.2227,1.458,10.83,304.27,178.91,AMO,0.25,16.84,86.67
Hungaria,11.24,2460600.5,0.0740,1.944,22.51,175.28,124.04,IMB,0.726,8.934,231.57
Ella,10.49,2460600.5,0.1546,2.45,1.82,23.13,333.48,MBA,0.118,34.792,316.85
Patricia,10.04,2460600.5,0.0701,3.198,18.51,351.29,41.66,MBA,0.060,58.609,338.00
Rhodia,10.50,2460600.5,0.2487,2.387,7.35,263.17,62.14,MBA,0.677,13.373,77.45
Zeuxo,10.21,2460600.5,0.0675,2.554,7.37,49.08,210.11,MBA,0.061,58.871,89.17
Ohio,9.84,2460600.5,0.0671,3.133,19.13,201.43,244.83,MBA,0.027,70.421,205.24
Theodora,11.59,2460600.5,0.1071,2.21,1.60,291.94,179.09,MBA,0.630,13.600,44.56
Bathilde,8.66,2460600.5,0.0821,2.805,8.16,253.50,202.93,MBA,0.204,65.131,255.77
Eichsfeldia,9.98,2460600.5,0.0705,2.345,6.07,134.78,86.25,MBA,0.044,62.171,287.94
Photographica,10.12,2460600.5,0.0397,2.215,4.24,175.39,350.31,MBA,0.210,25.504,24.76
Gyptis,8.07,2460600.5,0.1737,2.772,10.27,195.60,154.76,MBA,0.051,159.331,293.39
Edna,9.30,2460600.5,0.1978,3.195,21.32,291.97,81.95,MBA,0.044,87.812,346.68
Aeternitas,8.88,2460600.5,0.1248,2.787,10.62,42.02,279.24,MBA,0.317,53.562,359.04
Valentine,9.09,2460600.5,0.0459,2.986,4.80,71.74,316.84,MBA,0.061,85.224,77.19
Natalie,10.22,2460600.5,0.1871,3.133,12.73,37.19,293.29,MBA,0.052,50.534,202.20
Hamburga,9.91,2460600.5,0.1734,2.551,3.08,85.77,48.75,MBA,0.0393,85.59,136.01
Brigitta,10.45,2460600.5,0.0977,3.016,10.13,14.34,359.64,MBA,0.094,37.038,326.13
Patientia,6.81,2460600.5,0.0700,3.063,15.21,89.00,336.93,MBA,0.085,253.900,111.26
Hamiltonia,11.88,2460600.5,0.0126,2.85,3.23,92.43,53.88,MBA,0.252,11.563,280.87
Tea,10.62,2460600.5,0.1089,2.183,5.55,11.67,220.28,MBA,0.137,23.985,155.52
Mathesis,9.42,2460600.5,0.1116,2.627,6.29,32.17,177.09,MBA,0.055,81.743,72.49
Bruchsalia,8.96,2460600.5,0.2947,2.655,12.02,76.07,273.42,MBA,0.033,88.792,183.13
Abnoba,9.14,2460600.5,0.1832,2.783,14.49,229.00,7.80,MBA,0.286,37.713,275.57
Alleghenia,11.12,2460600.5,0.1712,3.096,12.98,249.40,131.10,MBA,0.208,18.739,283.93
Hercynia,9.78,2460600.5,0.2432,2.991,12.66,134.11,277.32,MBA,0.191,36.698,312.76
Signe,10.41,2460600.5,0.2114,2.619,10.30,29.46,19.24,MBA,0.221,25.784,67.39
Scania,10.76,2460600.5,0.1039,2.719,4.64,205.07,161.86,MBA,0.262,19.689,258.35
Saskia,10.50,2460600.5,0.1456,3.118,1.47,156.51,308.76,MBA,0.057,43.603,137.49
Eriphyla,9.34,2460600.5,0.0872,2.873,3.19,105.20,249.37,MBA,0.259,34.274,190.09
Lola,11.78,2460600.5,0.2199,2.398,13.54,36.49,329.51,MBA,0.082,20.908,150.96
Megaira,9.76,2460600.5,0.2041,2.803,10.16,102.32,258.01,MBA,0.045,77.056,229.82
Alekto,9.87,2460600.5,0.2017,3.104,4.65,300.22,285.08,MBA,0.0433,73.34,190.39
Tisiphone,8.45,2460600.5,0.0969,3.351,19.02,290.23,255.64,OMB,0.092,95.495,314.11
Laura,10.94,2460600.5,0.1068,2.946,6.45,322.08,94.46,MBA,0.037,39.471,227.11
Lina,9.84,2460600.5,0.1953,3.135,0.44,21.56,332.28,MBA,0.057,60.238,202.53
Argentina,8.69,2460600.5,0.1614,3.179,11.45,332.67,215.59,MBA,0.035,133.718,307.46
Kilia,10.06,2460600.5,0.0959,2.405,7.23,173.20,47.53,MBA,0.148,27.750,31.69
Papagena,6.33,2460600.5,0.2291,2.889,15.02,83.77,315.83,MBA,0.164,148.128,286.42
Roma,8.90,2460600.5,0.0958,2.544,15.81,127.00,296.06,MBA,0.189,50.278,22.40
Nolli,11.72,2460600.5,0.1083,2.661,12.94,332.06,153.62,MBA,0.138,12.394,188.77
Prudentia,10.95,2460600.5,0.2104,2.453,8.80,161.80,155.90,MBA,0.041,40.972,266.50
Ocllo,11.60,2460600.5,0.3793,2.593,18.95,34.40,305.89,MCA,0.057,17.830,161.25
Hedwig,8.71,2460600.5,0.0749,2.649,10.93,286.18,0.74,MBA,0.035,138.493,242.29
Italia,10.27,2460600.5,0.1875,2.416,5.29,10.64,322.48,MBA,0.246,22.988,291.74
Tergeste,7.96,2460600.5,0.0807,3.018,13.18,233.44,243.69,MBA,0.174,80.738,76.62
Caprera,9.82,2460600.5,0.2180,2.721,8.68,135.99,269.39,MBA,0.071,60.088,140.91
Hansa,8.29,2460600.5,0.0445,2.643,21.33,237.11,211.92,MBA,0.2485,56.22,55.58
Emita,8.83,2460600.5,0.1575,2.739,9.85,66.69,348.84,MBA,0.032,101.829,73.96
Petrina,8.94,2460600.5,0.0959,3.002,14.46,179.34,88.72,MBA,0.246,45.751,134.40
Seppina,8.45,2460600.5,0.0506,3.426,18.75,173.89,163.73,OMB,0.184,66.858,312.66
Pittsburghia,9.69,2460600.5,0.0571,2.668,12.51,127.23,189.44,MBA,0.222,30.060,305.41
Genua,8.28,2460600.5,0.1894,2.75,13.87,193.38,271.90,MBA,0.2072,63.88,47.25
Cremona,11.16,2460600.5,0.1635,2.352,11.10,94.07,125.24,MBA,0.150,22.781,350.55
Venetia,8.45,2460600.5,0.0863,2.67,10.25,114.75,281.70,MBA,0.328,59.046,279.62
Kreusa,7.88,2460600.5,0.1581,3.166,11.48,82.98,77.19,MBA,0.047,168.117,355.94
Comacina,8.63,2460600.5,0.0485,3.153,12.99,166.68,8.36,MBA,0.0427,139.39,94.62
Veritas,8.70,2460600.5,0.0889,3.174,9.29,178.04,193.69,MBA,0.059,118.803,195.14
Carina,9.04,2460600.5,0.0834,3.191,18.87,175.32,230.21,MBA,0.037,91.176,97.25
Gismonda,10.01,2460600.5,0.1815,3.115,1.61,46.15,296.76,MBA,0.069,53.418,85.56
Griseldis,10.95,2460600.5,0.1779,3.117,15.17,357.31,46.80,MBA,0.081,41.550,11.13
Virtus,9.32,2460600.5,0.0643,2.986,7.08,38.07,214.89,MBA,0.065,100.786,359.79
Eulalia,11.21,2460600.5,0.1299,2.488,2.28,186.38,207.82,MBA,0.062,37.287,38.28
Gryphia,11.77,2460600.5,0.0786,2.199,3.79,207.56,258.61,MBA,0.193,14.403,94.08
Iva,9.83,2460600.5,0.3010,2.85,4.82,6.31,3.38,MBA,0.119,40.932,136.84
Tokio,8.88,2460600.5,0.2240,2.65,9.50,97.15,241.67,MBA,0.0694,81.83,142.91
Venusia,9.62,2460600.5,0.2175,4.015,2.09,256.17,175.11,OMB,0.052,77.328,157.47
Selinur,9.48,2460600.5,0.1443,2.613,9.78,289.79,75.25,MBA,0.202,40.828,22.41
Urhixidur,9.50,2460600.5,0.1416,3.161,20.84,357.22,356.68,MBA,0.052,74.457,4.88
Sigune,10.76,2460600.5,0.1783,2.383,25.02,132.87,19.09,MBA,0.178,15.805,355.71
Evelyn,9.32,2460600.5,0.1732,2.724,5.01,68.80,41.39,MBA,0.0585,81.68,36.81
Cora,10.16,2460600.5,0.2158,2.723,12.90,104.44,248.61,MBA,0.239,30.438,40.57
Cava,8.77,2460600.5,0.2426,2.687,9.82,90.76,337.12,MBA,0.040,115,171.58
Marion,9.01,2460600.5,0.1450,3.042,16.99,312.77,145.04,MBA,0.0454,105.94,17.07
Laodica,9.24,2460600.5,0.1023,3.152,9.50,293.39,100.74,MBA,0.198,45.170,357.35
Princetonia,8.40,2460600.5,0.0072,3.17,13.32,44.17,236.87,MBA,0.065,117.241,149.02
Iolanda,8.44,2460600.5,0.0980,3.063,15.41,217.48,155.89,MBA,0.253,51.892,83.30
Mabella,9.77,2460600.5,0.1917,2.609,9.54,202.67,90.75,MBA,0.062,60.450,251.40
Davida,6.41,2460600.5,0.1894,3.163,15.94,107.57,337.01,MBA,0.076,270.327,324.93
Taurinensis,10.80,2460600.5,0.2544,2.189,8.75,106.99,249.30,MCA,0.1772,23.09,101.95
Centesima,9.52,2460600.5,0.0860,3.014,9.73,184.42,225.75,MBA,0.089,48.805,352.74
Armida,9.22,2460600.5,0.0370,3.048,3.88,268.50,112.19,MBA,0.030,120.093,243.42
Athalia,10.97,2460600.5,0.1771,3.119,2.04,121.08,300.44,MBA,0.039,41.190,283.27
Amherstia,8.38,2460600.5,0.2755,2.677,12.95,328.72,258.08,MBA,0.202,65.144,340.00
Edith,9.68,2460600.5,0.1797,3.156,3.23,273.77,143.85,MBA,0.026,111.890,207.56
Halawe,11.14,2460600.5,0.2275,2.533,6.73,203.89,117.53,MBA,0.246,16.157,34.93
Sylvania,9.16,2460600.5,0.1829,2.79,11.01,44.68,303.01,MBA,0.246,40.078,17.32
Franziska,10.68,2460600.5,0.1094,3.004,10.96,34.24,19.56,MBA,0.147,25.261,65.62
Brixia,8.62,2460600.5,0.2785,2.744,10.58,89.58,316.21,MBA,0.073,107.227,239.67
Helga,9.04,2460600.5,0.0863,3.628,4.42,116.54,249.28,OMB,0.0388,101.22,265.53
Ada,10.04,2460600.5,0.1800,2.965,4.31,260.59,189.95,MBA,0.2512,31.89,249.69
Fidelio,9.86,2460600.5,0.1267,2.636,8.22,326.65,79.39,MBA,0.048,65.527,167.40
Adelaide,12.21,2460600.5,0.1018,2.245,6.00,203.36,264.23,MBA,0.221,9.326,110.56
Jena,10.16,2460600.5,0.1248,3.129,2.17,137.55,358.18,MBA,0.077,44.840,349.03
Euryanthe,10.46,2460600.5,0.1520,2.724,9.66,120.41,203.58,MBA,0.039,52.627,182.32
