id,name,class,mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
25,Callisto,SAT,1.075664e+23,4.0079127704120028,2.947089998335255,-0.10138108773157532,-0.008987563447301148,0.008159628281796583,7.2892452120787877e-05
26,Amalthea,SAT,2.465636e+18,4.0042348493272923,2.9362811223527228,-0.1017722166138308,-0.016357583641617518,0.016222085328840681,0.00019138115083041949
27,Himalia,SAT,2.270693e+18,3.9713897267094338,2.9955183519627613,-0.069713771022679491,-0.0062002854341122685,0.0056266648327009602,0.00072814292143963443
28,Elara,SAT,8.692277e+17,3.963310976858097,2.8978329497479756,-0.073350737142373931,-0.0030096770016409119,0.0047294092780911928,-0.00034766285682301699
29,Pasiphae,SAT,2.997337e+17,4.0130275539932914,2.7880244032953598,-0.019129922315808609,-0.0056133451183900066,0.0070471380324074297,0.00032834215598045259
30,Sinope,SAT,74933420000000000,3.8428514513897527,3.0506954808996989,-0.072494817446364546,-0.0041783702547381054,0.0072565809470834033,-0.00034854786383971471
31,Lysithea,SAT,62944070000000000,4.0709424876367111,2.9532107165701111,-0.09823342372388992,-0.0052572095495495028,0.0081920563902492874,0.0010464604842528077
32,Carme,SAT,1.318828e+17,3.906112309728123,2.7927277299426718,-0.1425924014950804,-0.005350967691820056,0.0073421989308466483,-1.3771039503005807e-05
33,Ananke,SAT,29973370000000000,4.0786233988023701,3.0671313940233764,-0.1612918050050105,-0.0037571107853452109,0.0056639865036938099,0.00058700859760579729
34,Leda,SAT,10940280000000000,4.0803051237662364,2.9215905155417543,-0.071987240494082699,-0.0042804488723969985,0.0080413584554543567,-0.00050379135420635258
35,Thebe,SAT,4.517042e+17,4.0036794035929821,2.9338898483805447,-0.10189635369563881,0.0090816074962493318,0.0087067589902972611,0.0004858142894930639
36,Adrastea,SAT,2082622000000000,4.0042019667607063,2.9349114899767064,-0.10182797344076619,0.0047283758697992031,0.022024819679574318,0.00076768468025586773
37,Metis,SAT,37472210000000000,4.0035136479399176,2.9344998830985989,-0.10185282388351348,0.01364279255653833,0.0075732562244871637,0.00038387607278658504
38,Callirrhoe,SAT,869227700000000,3.9158332718102766,3.0716456085400079,-0.043632602585399305,-0.0039856148683195241,0.0073131651959196112,-0.000524242304303245
39,Themisto,SAT,689387500000000,4.0464068132472608,2.9306106293815444,-0.080166253106682253,-0.0041099990964387767,0.0082688508415902917,-0.0014869813125062922
40,Megaclite,SAT,209813600000000,3.8151255973771967,2.9017292109149753,-0.0021816075626156228,-0.0050367878137547624,0.0072634787985272975,0.00014559742565792158
41,Taygete,SAT,164853500000000,4.1193150591024903,2.803365060925481,-0.11219038402070555,-0.0051719599179809997,0.0055314341009270159,0.00039703426129985604
42,Chaldene,SAT,74933420000000,4.157789260617025,2.9622548798350108,-0.069002129880663288,-0.0045614698955704878,0.0051507463559423566,-0.00015488170757434202
43,Harpalyke,SAT,119893500000000,4.086308306688224,3.0691798981388518,-0.13692013725765931,-0.0037300286940486148,0.0057485219593042562,0.00068227744395103545
44,Kalyke,SAT,194826900000000,4.1234001056055067,2.8001876091924478,-0.058347976561549601,-0.0054730827127237643,0.0058887547394538536,4.6982143687156511e-05
45,Iocaste,SAT,194826900000000,4.1534434548122459,2.9248730105355087,-0.19209813724797165,-0.0046296841366242755,0.0053417855060817268,0.00010344626451063327
46,Erinome,SAT,44960050000000,4.0451531490923323,3.09387137274163,-0.14794993633927536,-0.0035576167604303211,0.0057357914556287557,-2.305225230103008e-05
47,Isonoe,SAT,74933420000000,3.9022306100241138,2.801371905031238,-0.14306947319503732,-0.0056133975544660477,0.007063278300153227,-5.5670546793644936e-06
48,Praxidike,SAT,434613800000000,4.0983493884081357,2.8262872287631571,-0.15554913433785275,-0.005118414172267766,0.0054549987678612277,0.00063023858223576804
49,Autonoe,SAT,89920110000000,4.102499744943878,3.095407969822813,-0.14982640462207444,-0.0037184771311022506,0.0059521442093259103,-0.00042988079527227181
50,Thyone,SAT,89920110000000,4.0393156630929701,2.7715108459904516,-0.16631946398895819,-0.0054963439571729311,0.0064212555265161985,0.00054194619478395304
51,Hermippe,SAT,89920110000000,3.9531453127020191,2.7993088046132635,-0.018903126265545592,-0.0056685018942060723,0.0068402671912082382,0.00019373347677541943
52,Aitne,SAT,44960050000000,3.8656219876368585,3.0600422894482664,-0.13237992052863054,-0.0040866163862534203,0.0073477341620520158,-0.00015638148250953372
